Identifier	Sequence-length	motility	TypeA_CDS	TypeB_CDS	CTD_CDS
PATRIC:76832.7	4457748	1	0.0004847309743092584	0.001454192922927775	0.0019389238972370335
PATRIC:79329.7	6366305	1	0.0040530582166543845	0.002763448784082535	0.0068165070007369195
PATRIC:79329.8	6365204	1	0.004051565377532229	0.0027624309392265192	0.006813996316758748
PATRIC:79329.9	6294731	1	0.003768607499528924	0.003014885999623139	0.006783493499152063
PATRIC:823.3064	4952323	0	0.0020742106476146576	0.00023046784973496196	0.00230467849734962
PATRIC:823.3160	5179960	0	0.0017989655947829998	0.00022487069934787497	0.002023836294130875
PATRIC:823.3404	5379509	0	0.0016888325944690733	0.00021110407430863416	0.0018999366687777073
PATRIC:823.3406	4926033	0	0.0018854584020740043	0.00023568230025925054	0.0021211407023332546
PATRIC:837.119	2359159	0	0.007788836001730853	0.00043271311120726956	0.008221549112938122
PATRIC:837.120	2469365	0	0.006902151847340642	0.0004060089321965083	0.007714169711733658
PATRIC:837.121	2478317	0	0.005597760895641743	0.00039984006397441024	0.006797281087564974
PATRIC:837.122	2374087	0	0.005967604433077579	0.00042625745950554135	0.0068201193520886615
PATRIC:837.123	2353912	0	0.006402048655569782	0.0004268032437046522	0.006828851899274435
PATRIC:837.124	2463791	0	0.005319148936170213	0.0004091653027823241	0.006546644844517185
PATRIC:837.126	2482917	0	0.005280259951259139	0.00040617384240454913	0.006498781478472786
PATRIC:837.127	2476166	0	0.006584362139917695	0.00041152263374485596	0.007818930041152264
PATRIC:837.128	2410673	0	0.006644518272425249	0.0004152823920265781	0.007475083056478406
PATRIC:837.129	2254720	0	0.006772009029345372	0.0004514672686230248	0.007674943566591422
PATRIC:837.133	2334880	0	0.006717420510523959	0.0004478280340349306	0.007165248544558889
PATRIC:837.134	2343999	0	0.00578806767586821	0.0004452359750667854	0.007123775601068566
PATRIC:837.83	2367029	0	0.005731922398589065	0.0004409171075837742	0.007054673721340388
PATRIC:860228.4	2571406	1	0.0004185851820845542	0.0033486814566764337	0.0033486814566764337
PATRIC:862126.3	7811413	0	0.0008515469770082316	0.002128867442520579	0.002980414419528811
PATRIC:865938.3	2272954	1	0.013901760889712697	0.0004633920296570899	0.014365152919369786
PATRIC:867900.3	3765936	1	0.00272975432211101	0.003639672429481347	0.005762814680012132
PATRIC:878220.3	5503743	1	0.015378548895899053	0.0011829652996845426	0.016561514195583597
PATRIC:880074.29	3076856	0	0.011821204285186553	0.0003694126339120798	0.012190616919098634
PATRIC:886377.3	3842422	1	0.0008307947936859596	0.002215452783162559	0.0030462475768485184
PATRIC:908937.9	3350206	0	0.0031109574835810577	0.0003456619426201175	0.0034566194262011752
PATRIC:926562.3	4000057	1	0.03180803571428571	0.005301339285714286	0.037109375
PATRIC:935222.4	3799679	1	0.004653868528214078	0.0034904013961605585	0.008144269924374637
PATRIC:96345.194	2836981	1	0.015714833269451896	0.004216174779609045	0.02108087389804523
PATRIC:96345.196	2860399	1	0.012232415902140673	0.004204892966360856	0.017201834862385322
PATRIC:96345.197	2860399	1	0.010703363914373088	0.004204892966360856	0.015672782874617736
PATRIC:96345.29	2736292	1	0.008719778042013475	0.0031708283789139914	0.012286959968291716
PATRIC:96345.30	2684585	1	0.007714169711733658	0.0032480714575720666	0.011368250101502234
PATRIC:96345.31	2699386	1	0.008502024291497975	0.0032388663967611335	0.012145748987854251
PATRIC:96345.32	2698020	1	0.00889248181083266	0.0028294260307194824	0.012126111560226353
PATRIC:96345.55	2900735	1	0.013568023469013568	0.004033736707004034	0.018335166850018333
PATRIC:979.3	3824196	1	0.003592814371257485	0.0032934131736526945	0.006287425149700598
PATRIC:979.7	3952957	1	0.004872456291200917	0.004585841215247922	0.008885067354542848
PATRIC:983544.3	3296168	1	0.009380234505862646	0.0023450586264656616	0.011725293132328308
PATRIC:983548.3	3389993	1	0.002592352559948153	0.002592352559948153	0.005184705119896306
PATRIC:986.7	5109718	1	0.00816326530612245	0.0022675736961451248	0.010430839002267574
PATRIC:996.10	3329120	1	0.010612803834303321	0.0030811365970558027	0.013693940431359124
PATRIC:996.217	3261404	1	0.01182033096926714	0.002701789935832489	0.014522120905099628
PATRIC:996.23	3171081	1	0.013083451202263084	0.002828854314002829	0.015912305516265914
PATRIC:996.276	3221312	1	0.012914485165794066	0.002792321116928447	0.015706806282722512
PATRIC:996.277	3221278	1	0.012829403606102635	0.0027739251040221915	0.015603328710124827
PATRIC:996.278	3221284	1	0.012829403606102635	0.0027739251040221915	0.015603328710124827
PATRIC:996.279	3221316	1	0.012824956672443674	0.0027729636048526864	0.01559792027729636
PATRIC:996.280	3221291	1	0.012851684612712747	0.0027787426189649182	0.015630427231677665
PATRIC:996.281	3221309	1	0.012802768166089966	0.002768166089965398	0.015570934256055362
PATRIC:996.282	3221300	1	0.012807199723087574	0.0027691242644513675	0.01557632398753894
PATRIC:996.283	3221299	1	0.012838306731436502	0.002775850104094379	0.015614156835530881
PATRIC:996.284	3221281	1	0.012824956672443674	0.0027729636048526864	0.01559792027729636
PATRIC:996.285	3221303	1	0.012785072563925363	0.0027643400138217	0.015549412577747062
PATRIC:996.286	3221306	1	0.012807199723087574	0.0027691242644513675	0.01557632398753894
PATRIC:996.287	3221293	1	0.012785072563925363	0.0027643400138217	0.015549412577747062
PATRIC:996.288	3221290	1	0.01286509040333797	0.0027816411682892906	0.01564673157162726
PATRIC:996.289	3221305	1	0.012874043145441893	0.0027835768963117608	0.015657620041753653
PATRIC:996.290	3261133	1	0.011824324324324325	0.002702702702702703	0.014527027027027028
PATRIC:996.292	3261248	1	0.01182033096926714	0.002701789935832489	0.014522120905099628
PATRIC:996.293	3261110	1	0.011832319134550372	0.002704530087897228	0.0145368492224476
PATRIC:996.294	3261108	1	0.011832319134550372	0.002704530087897228	0.0145368492224476
PATRIC:996.297	3261078	1	0.011816340310600946	0.0027008777852802163	0.01451721809588116
PATRIC:996.299	3261159	1	0.011824324324324325	0.002702702702702703	0.014527027027027028
PATRIC:996.300	3261163	1	0.011824324324324325	0.002702702702702703	0.014527027027027028
PATRIC:996.301	3261270	1	0.011828320378506252	0.0027036160865157146	0.014531936465021968
PATRIC:996.7	3321600	1	0.011451667228022903	0.0030313236780060626	0.014482990906028967
PATRIC:996801.5	4125014	1	0.014664410603496898	0.0022560631697687537	0.016638465877044557
GenBank:GCA_000152945.2	2961474	1	0.010246679316888045	0.0026565464895635673	0.012903225806451613
GenBank:GCA_000153485.2	4321832	1	0.014463981849120816	0.0014180374361883153	0.01588201928530913
GenBank:GCA_000455605.1	2993089	1	0.016098839385997755	0.004867090977162112	0.020965930363159864
GenBank:GCA_000468615.2	4635105	1	0.004260985352862849	0.003195739014647137	0.0074567243675099865
GenBank:GCA_000477035.2	4560540	1	0.003757380568974772	0.0029522275899087494	0.0067096081588835215
GenBank:GCA_001670765.2	2509140	1	0.004123711340206186	0.0004123711340206186	0.004536082474226804
GenBank:GCA_002007065.3	5867608	1	0.00688360450563204	0.0027117229870671673	0.009595327492699207
GenBank:GCA_003008415.2	3046750	1	0.014290949065591791	0.00622938805423232	0.020520337119824112
GenBank:GCA_003008475.2	3046750	1	0.014290949065591791	0.00622938805423232	0.020520337119824112
GenBank:GCA_003265305.2	2920169	0	0.004766031195840554	0.0004332755632582322	0.005199306759098787
GenBank:GCA_003286415.2	7632803	1	0.0011326860841423948	0.002103559870550162	0.003236245954692557
GenBank:GCA_003286425.2	7719698	1	0.0004560656734569778	0.0012161751292186075	0.0016722408026755853
GenBank:GCA_003815915.1	4253895	1	0.01612483745123537	0.0036410923276983093	0.01976592977893368
